Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	AuraSkill	AuraSkillLevel	PassSkill	PassSkillLevel	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	QuestTask
Gèm sø 2 	3	6	0								passerby067_2	0	0	0	0	0	32	15																																																																											
Gèm sø 3 	3	6	0								passerby067_3	0	0	0	0	0	32	15																																																																											
Rau qu¶ t­¬i 1 	3	6	0								passerby068_1	0	0	0	0	0	32	30																																																																											
Rau qu¶ t­¬i 2 	3	6	0								passerby068_2	0	0	0	0	0	32	30																																																																											
C« g¸i b¸n rau 3 	3	6	0								passerby068_3	0	0	0	0	0	32	30																																																																											
§Ìn lång 1 	3	6	0								passerby069_1	0	0	0	0	0	30	48																																																																											
Chñ tiÖm §Ìn Lång 	3	6	0								passerby069_2	0	0	0	0	0	30	48																																																																											
§Ìn lång 3 	3	6	0								passerby069_3	0	0	0	0	0	30	48																																																																											
N«ng phÈm 1 	3	6	0								passerby070_1	0	0	0	0	0	30	32																																																																											
N«ng phÈm 2 	3	6	0								passerby070_2	0	0	0	0	0	30	32																																																																											
N«ng phÈm 3 	3	6	0								passerby070_3	0	0	0	0	0	30	32																																																																											
D­a hÊu 1 	3	6	0								passerby071_1	0	0	0	0	0	18	36																																																																											
Ng­êi b¸n Hoa qu¶ 	3	6	0								passerby071_2	0	0	0	0	0	18	36																																																																											
D­a hÊu 3 	3	6	0								passerby071_3	0	0	0	0	0	18	36																																																																											
ThÇy bãi	3	6	0								passerby072_1	0	0	0	0	0	34	45																																																																											
ThÇy bãi	3	6	0								passerby072_2	0	0	0	0	0	34	45																																																																											
ThÇy bãi	3	6	0								passerby072_3	0	0	0	0	0	34	45																																																																											
B¸n tranh 1 	3	6	0								passerby073_1	0	0	0	0	0	38	38																																																																											
B¸n tranh 2 	3	6	0								passerby073_2	0	0	0	0	0	38	38																																																																											
Ng­êi b¸n tranh 	3	6	0								passerby073_3	0	0	0	0	0	38	38																																																																											
T¹p hãa nhá 1 	3	6	0								passerby074_1	0	0	0	0	0	38	36																																																																											
T¹p hãa nhá 2 	3	6	0								passerby074_2	0	0	0	0	0	38	36																																																																											
T¹p hãa nhá 3 	3	6	0								passerby074_3	0	0	0	0	0	38	36																																																																											
B¸n thÞt heo 1 	3	6	0								passerby075_1	0	0	0	0	0	38	40																																																																											
B¸n thÞt heo 2 	3	6	0								passerby075_2	0	0	0	0	0	38	40																																																																											
Ng­êi b¸n thÞt heo 	3	6	0								passerby075_3	0	0	0	0	0	38	40																																																																											
B¸n t«m c¸ 1 	3	6	0								passerby076_1	0	0	0	0	0	15	16																																																																											
Ng­ D©n	3	6	0								passerby076_2	0	0	0	0	0	15	16																																																																											
B¸n t«m c¸ 3 	3	6	0								passerby076_3	0	0	0	0	0	15	16																																																																											
Chñ tiÖm b¸nh bao	3	6	0								passerby077_1	0	0	0	0	0	50	50																																																																											
Chñ tiÖm b¸nh bao	3	6	0								passerby077_2	0	0	0	0	0	50	50																																																																											
Chñ tiÖm b¸nh bao	3	6	0								passerby077_3	0	0	0	0	0	50	50																																																																											
C« g¸i b¸n rau	3	6	0								passerby079_1	0	0	0	0	0	34	32																																																																											
C« g¸i b¸n rau	3	6	0								passerby079_2	0	0	0	0	0	34	32																																																																											
C« g¸i b¸n rau	3	6	0								passerby079_3	0	0	0	0	0	34	32																																																																											
KÑo hå l« 	3	6	0								passerby080	0	0	0	0	0	17	34																																																																											
Ng­ «ng	3	6	0								passerby088	0	0	0	0	0	84	84																																																																											
¤ng chñ tiªu côc	3	6	0								passerby092	0	0	0	0	0	16	28																																																																											
L·ng nh©n 3	3	6	0								passerby094	0	0	0	0	0	24	57																																																																											
L·ng nh©n 4	3	6	0								passerby095	0	0	0	0	0	32	32																																																																											
Vâ S­	3	6	0								passerby097	0	0	0	0	0	24	49																																																																											
L­¬ng H÷u Tr¸c	3	6	0								passerby099	0	0	0	0	0	22	22																																																																											
Hµng Rong	3	6	0								passerby100	0	0	0	0	0	27	45																																																																											
¤ng giµ 3	3	6	0								passerby101	0	0	0	0	0	17	61																																																																											
¤ng giµ 4	3	6	0								passerby102	0	0	0	0	0	17	76																																																																											
TrÇn Tam B¶o	3	6	0								passerby103	0	0	0	0	0	34	62																																																																											
Bµ giµ 1	3	6	0								passerby104	0	0	0	0	0	22	32																																																																											
L·o Bµ Bµ	3	6	0								passerby105	0	0	0	0	0	24	25																																																																											
Thî s¨n 	3	6	0								passerby108	0	0	0	0	0	22	32																																																																											
C« g¸i b¸n hoa	3	6	0								passerby110	0	0	0	0	0	24	42																																																																											
¡n mµy	3	6	0								passerby112	0	0	0	0	0	25	25																																																																											
Nam thanh niªn 3	3	6	0								passerby117	0	0	0	0	0	26	32																																																																											
A Ng­u	3	6	0								passerby118	0	0	0	0	0	22	32																																																																											
D­ Vò	3	6	0								passerby119	0	0	0	0	0	24	36																																																																											
Con b¹c	3	6	0								passerby120	0	0	0	0	0	30	35																																																																											
D­¬ng Tø Thiªn	3	6	0								passerby121	0	0	0	0	0	26	32																																																																											
A Hïng	3	6	0								passerby122	0	0	0	0	0	22	24																																																																											
Nam thanh niªn 9	3	6	0								passerby123	0	0	0	0	0	26	32																																																																											
D­¬ng TÕ Töu	3	6	0								passerby124	0	0	0	0	0	22	32																																																																											
A Phong	3	6	0								passerby125	0	0	0	0	0	22	32																																																																											
A Ng­u	3	6	0								passerby127	0	0	0	0	0	45	48																																																																											
A V­¬ng	3	6	0								passerby128	0	0	0	0	0	46	52																																																																											
Nam thanh niªn 15	3	6	0								passerby129	0	0	0	0	0	47	33																																																																											
Con b¹c	3	6	0								passerby130	0	0	0	0	0	8	40																																																																											
Con b¹c	3	6	0								passerby131	0	0	0	0	0	49	48																																																																											
Ph­¬ng Qu¸t	3	6	0								passerby132	0	0	0	0	0	45	58																																																																											
N÷ thanh niªn 1	3	6	0								passerby133	0	0	0	0	0	29	26																																																																											
N÷ thanh niªn 2	3	6	0								passerby134	0	0	0	0	0	30	38																																																																											
T«n UyÓn	3	6	0								passerby135	0	0	0	0	0	22	32																																																																											
A Ch©u	3	6	0								passerby136	0	0	0	0	0	22	30																																																																											
N÷ thanh niªn 5	3	6	0								passerby137	0	0	0	0	0	26	32																																																																											
A Ph­¬ng	3	6	0								passerby138	0	0	0	0	0	22	32																																																																											
N÷ thanh niªn 7	3	6	0								passerby139	0	0	0	0	0	22	30																																																																											
TiÓu YÕn Tö	3	6	0								passerby140	0	0	0	0	0	30	32																																																																											
Kim Lan Anh	3	6	0								passerby141	0	0	0	0	0	22	24																																																																											
H¹ Lan Chi	3	6	0								passerby142	0	0	0	0	0	22	26																																																																											
N÷ thanh niªn 12	3	6	0								passerby144	0	0	0	0	0	22	24																																																																											
§µo §µo	3	6	0								passerby145	0	0	0	0	0	22	32																																																																											
N÷ thanh niªn 14	3	6	0								passerby146	0	0	0	0	0	22	24																																																																											
N÷ thanh niªn 15	3	6	0								passerby147	0	0	0	0	0	30	35																																																																											
Môc NiÖm Tõ	3	6	0								passerby148	0	0	0	0	0	27	33																																																																											
N÷ thanh niªn 17	3	6	0								passerby149	0	0	0	0	0	39	54																																																																											
C« g¸i b¸n rau	3	6	0								passerby150	0	0	0	0	0	30	35																																																																											
N÷ thanh niªn 19	3	6	0								passerby151	0	0	0	0	0	17	33																																																																											
Yªn Nhi	3	6	0								passerby152	0	0	0	0	0	17	57																																																																											
Long Nhi	3	6	0								passerby153	0	0	0	0	0	17	59																																																																											
Uyªn Nhi	3	6	0								passerby154	0	0	0	0	0	26	37																																																																											
Th­ sinh	3	6	0								passerby157	0	0	0	0	0	25	28																																																																											
D­¬ng Tó Tµi	3	6	0								passerby159	0	0	0	0	0	22	32																																																																											
TiÓu Linh ®ång	3	6	0								passerby163	0	0	0	0	0	22	31																																																																											
TiÓu §ång	3	6	0								passerby164	0	0	0	0	0	22	32																																																																											
TiÓu NhÝ	3	6	0								passerby165	0	0	0	0	0	34	28																																																																											
TiÓu Nhi	3	6	0								passerby167	0	0	0	0	0	19	20																																																																											
BÐ trai	3	6	0								passerby168	0	0	0	0	0	22	24																																																																											
Chñ L÷ Qu¸n	3	6	0								passerby169	0	0	0	0	0	21	24																																																																											
D­¬ng ThiÕt Lang	3	6	0								passerby170	0	0	0	0	0	28	26																																																																											
§­êng LÜnh	3	6	0								passerby171	0	0	0	0	0	22	32																																																																											
Nam trung niªn 4	3	6	0								passerby172	0	0	0	0	0	30	30																																																																											
Nam trung niªn 5	3	6	0								passerby173	0	0	0	0	0	22	24																																																																											
Th¸i §¹i thóc	3	6	0								passerby174	0	0	0	0	0	22	32																																																																											
Ph¹m §¹i C­êng	3	6	0								passerby175	0	0	0	0	0	47	69																																																																											
L·o Hæ	3	6	0								passerby176	0	0	0	0	0	30	33																																																																											
Nam trung niªn 9	3	6	0								passerby177	0	0	0	0	0	30	33																																																																											
Tr­¬ng TÊn Gi¸p	3	6	0								passerby178	0	0	0	0	0	53	54																																																																											
Nam trung niªn 11	3	6	0								passerby179	0	0	0	0	0	36	35																																																																											
Phã Nam B¨ng	3	6	0								passerby180	0	0	0	0	0	14	46																																																																											
DÞch Quan	3	6	0								passerby181	0	0	0	0	0	30	30																																																																											
Hµ Thanh Quan	3	6	0								passerby182	0	0	0	0	0	45	46																																																																											
Cung A Ng­u	3	6	0								passerby183	0	0	0	0	0	38	52																																																																											
Nam trung niªn 16	3	6	0								passerby184	0	0	0	0	0	35	34																																																																											
L·o tÈu	3	6	0								passerby185	0	0	0	0	0	21	28																																																																											
Th¸i ThÈm ThÈm	3	6	0								passerby186	0	0	0	0	0	22	32																																																																											
Tr­¬ng Tø TÈu	3	6	0								passerby187	0	0	0	0	0	22	30																																																																											
MÑ cña §Ëu §Ëu	3	6	0								passerby188	0	0	0	0	0	22	32																																																																											
T« §¹i TÈu	3	6	0								passerby189	0	0	0	0	0	58	58																																																																											
ThÈm Phô	3	6	0								passerby190	0	0	0	0	0	51	65																																																																											
Häc trß Thî rÌn	3	6	0								passerby004_4	0	0	0	0	0	24	24																																																																											
Häc trß Thî RÌn	3	6	0								passerby006_4	0	0	0	0	0	22	22																																																																											
Chñ d­îc ®iÕm 	3	6	0								passerby007_1	0	0	0	0	0	30	30																																																																											
Bµ chñ vËt nu«i 4 	3	6	0								passerby011_4	0	0	0	0	0	22	22																																																																											
Chñ tiÒn trang	3	6	0								passerby036_4	0	0	0	0	0	19	19																																																																											
B¸n ngùa	3	6	0								passerby037_4	0	0	0	0	0	38	38																																																																											
Xa Phu	3	6	0								passerby040_4	0	0	0	0	0	30	30																																																																											
ThuyÒn Phu	3	6	0								passerby043_1	0	0	0	0	0	26	26																																																																											
ThuyÒn Phu	3	6	0								passerby044_1	0	0	0	0	0	20	20																																																																											
ThuyÒn Phu	3	6	0								passerby045_1	0	0	0	0	0	34	34																																																																											
ThuyÒn Phu	3	6	0								passerby059_1	0	0	0	0	0	30	30																																																																											
Gèm sø 4 	3	6	0								passerby067_4	0	0	0	0	0	32	32																																																																											
Gèm sø 5 	3	6	0								passerby067_5	0	0	0	0	0	32	32																																																																											
Chñ tiÖm ®å cæ	3	6	0								passerby067_6	0	0	0	0	0	32	32																																																																											
Rau qu¶ t­¬i 4 	3	6	0								passerby068_4	0	0	0	0	0	32	32																																																																											
Rau qu¶ t­¬i 5 	3	6	0								passerby068_5	0	0	0	0	0	32	32																																																																											
Rau qu¶ t­¬i 6	3	6	0								passerby068_6	0	0	0	0	0	32	32																																																																											
ThÇy bãi 4 	3	6	0								passerby072_4	0	0	0	0	0	34	34																																																																											
T¹p hãa nhá 4 	3	6	0								passerby074_4	0	0	0	0	0	36	36																																																																											
T¹p hãa nhá 5 	3	6	0								passerby074_5	0	0	0	0	0	36	36																																																																											
TiÖm T¹p Hãa 6	3	6	0								passerby074_6	0	0	0	0	0	36	36																																																																											
B¸n thÞt heo 4 	3	6	0								passerby075_4	0	0	0	0	0	38	38																																																																											
B¸n t«m c¸ 4 	3	6	0								passerby076_4	0	0	0	0	0	16	16																																																																											
§éc C« V¨n 	3	6	0								enemy115	0	0	0	0	0	30	33																																																																											
ThiÕu L©m t¨ng nh©n	0	5	0	1			265				enemy176	0	0	0	0	0	20	32																																																																											
Ni C« Thanh Hßa	0	5	0	1			266				enemy177	0	0	0	0	0	20	26																																																																											
Cäc gç 	0	5	0	0			304				enemy178	0	0	0	0	0	20	20																																																																											
Méc nh©n	0	5	0	0			305				enemy179	0	0	0	0	0	20	20																																																																											
Bao c¸t	0	5	0	0			306				enemy180	0	0	0	0	0	20	20																																																																											
Heo mÑ 	5	0	0	0		1					critter001	0	0	0	0	0	36	36																																																																											
Heo con	5	0	0	0		1					critter002	0	0	0	0	0	32	36																																																																											
Gµ trèng	5	0	0	0		1					critter003	0	0	0	0	0	24	36																																																																											
Gµ m¸i	5	0	0	0		1					critter004	0	0	0	0	0	24	36																																																																											
Gµ con	5	0	0	0		1					critter005	0	0	0	0	0	18	18																																																																											
Bß 	5	0	0	0		1					critter006	0	0	0	0	0	28	33																																																																											
Tr©u	5	0	0	0		1					critter007	0	0	0	0	0	30	33																																																																											
Hång M· 	5	0	0	0		1					critter008	0	0	0	0	0	26	26																																																																											
B¹ch M· 	5	0	0	0		1					critter009	0	0	0	0	0	26	26																																																																											
H¾c M· 	5	0	0	0		1					critter010	0	0	0	0	0	26	26																																																																											
Lõa	5	0	0	0		1					critter011	0	0	0	0	0	26	26																																																																											
H¾c cÈu 1	5	0	0	0		1					critter012	0	0	0	0	0	28	25																																																																											
H¾c cÈu 2	5	0	0	0		1					critter013	0	0	0	0	0	24	28																																																																											
Hoµng cÈu 1	5	0	0	0		1					critter014	0	0	0	0	0	20	25																																																																											
Hoµng cÈu 2	5	0	0	0		1					critter015	0	0	0	0	0	24	28																																																																											
Thá 	5	0	0	0		1					critter016	0	0	0	0	0	20	25																																																																											
Chuét	5	0	0	0		1					critter017	0	0	0	0	0	6	6																																																																											
Chuån chuån 1	4	0	0	0		1					critter018	0	0	0	0	0	1	1																																																																											
Chuån chuån 2	4	0	0	0		1					critter019	0	0	0	0	0	1	1																																																																											
Chuån chuån 3	4	0	0	0		1					critter020	0	0	0	0	0	1	1																																																																											
B­ím 1	4	0	0	0		1					critter021	0	0	0	0	0	3	3																																																																											
B­ím 2	4	0	0	0		1					critter022	0	0	0	0	0	3	3																																																																											
B­ím 3	4	0	0	0		1					critter023	0	0	0	0	0	4	4																																																																											
Chim sÎ 	4	0	0	0		1					critter024	0	0	0	0	0	8	8																																																																											
¸c lµ 	4	0	0	0		1					critter025	0	0	0	0	0	10	10																																																																											
Qu¹ 	4	0	0	0		1					critter026	0	0	0	0	0	12	12																																																																											
Õch	5	0	0	0		1					critter027	0	0	0	0	0	12	12																																																																											
Thanh ng­ 	5	0	0	0		1					critter028	0	0	0	0	0	12	12																																																																											
C¸ chÐp	5	0	0	0		1					critter029	0	0	0	0	0	16	16																																																																											
§om ®ãm	4	0	0	0		1					critter030	0	0	0	0	0	122	122																																																																											
ch­íng ng¹i chiÕn tr­êng	0	5	0	0							enemy181	0	0	0	0	0	20	20																																																																											
Ng­êi kÓ chuyÖn	3	6	0	0							passerby191	0	0	0	0	0	185	185																																																																											
Nai	0	5	2	1			103				ani061	0	0	0	0	0	35	35																																																																											
Tèng cung binh	0	1	1	1			135				enemy026	0	0	0	0	0	25	31																																																																											
Kim cung binh	0	2	2	1			137				enemy028	0	0	0	0	0	24	28																																																																											
Tèng ®ao binh	0	1	3	1			138				enemy029	0	0	0	0	0	33	36																																																																											
Kim ®ao binh	0	2	4	1			140				enemy031	0	0	0	0	0	28	33																																																																											
Tèng th­¬ng qu©n	0	1	0	1			143				enemy034	0	0	0	0	0	24	46																																																																											
Kim th­¬ng qu©n	0	2	1	1			145				enemy036	0	0	0	0	0	24	43																																																																											
NguyÖt L·o	3	6	0	0							passerby192	0	0	0	0	0	40	40																																																																											
Boss §¹o NhÊt Ch©n Nh©n	0	5	4	8			155				enemy046	0	0	0	0	0	31	31																																																																											
Boss DiÖp TiÕp Mü 	0	5	4	8			156				enemy047	0	0	0	0	0	33	33																																																																											
Boss Tõ §¹i Nh¹c	0	5	4	8			157				enemy048	0	0	0	0	0	27	29																																																																											
Boss Chu V©n TuyÒn	0	5	4	8			158				enemy049	0	0	0	0	0	30	31																																																																											
Boss §¬n T­ Nam	0	5	4	8			159				enemy050	0	0	0	0	0	36	40																																																																											
Boss Lý Thiªn Môc	0	5	4	8			160				enemy051	0	0	0	0	0	27	28																																																																											
Boss §µo Th¹ch M«n	0	5	4	8			161				enemy052	0	0	0	0	0	33	38																																																																											
Bossc Thanh Phong	0	5	4	8			162				enemy053	0	0	0	0	0	28	32																																																																											
Boss Minh NguyÖt	0	5	4	8			163				enemy054	0	0	0	0	0	30	30																																																																											
Boss HuyÒn Bi	0	5	0	8			149				enemy040	0	0	0	0	0	33	40																																																																											
Boss HuyÒn Nan	0	5	0	8			152				enemy043	0	0	0	0	0	28	36																																																																											
Boss HuyÒn Gi¸c	0	5	0	8			153				enemy044	0	0	0	0	0	20	28																																																																											
Boss Thanh HiÓu S­ Th¸i	0	5	2	8			164				enemy055	0	0	0	0	0	32	28																																																																											
Boss DiÖu Nh­ 	0	5	2	8			165				enemy056	0	0	0	0	0	37	38																																																																											
Boss DiÖu Èn	0	5	2	8			166				enemy057	0	0	0	0	0	31	31																																																																											
Boss DiÖp B¨ng H©n	0	5	2	8			168				enemy059	0	0	0	0	0	31	31																																																																											
Boss Hµ Linh Phiªu	0	5	2	8			169				enemy060	0	0	0	0	0	31	31																																																																											
Boss TÇn û Phong 	0	5	2	8			170				enemy061	0	0	0	0	0	30	32																																																																											
Boss T¹ V©n L©u	0	5	2	8			173				enemy064	0	0	0	0	0	24	26																																																																											
Boss TuyÒn C¬ Tö 	0	5	4	8			174				enemy065	0	0	0	0	0	24	49																																																																											
Boss Thanh Liªn Tö 	0	5	4	8			175				enemy066	0	0	0	0	0	24	24																																																																											
Boss Ngäc Hoµnh Tö 	0	5	4	8			176				enemy067	0	0	0	0	0	36	36																																																																											
Boss §ång TÞch Nhan	0	5	4	8			178				enemy069	0	0	0	0	0	21	36																																																																											
Boss Chu KhuyÕtBoss	0	5	4	8			179				enemy070	0	0	0	0	0	26	31																																																																											
Boss Ngôy LiÔu ¤ng	0	5	3	8			181				enemy072	0	0	0	0	0	30	35																																																																											
Boss M¹nh Th­¬ng L­¬ng	0	5	3	8			182				enemy073	0	0	0	0	0	30	46																																																																											
Boss Xµ Tam Tr­îng	0	5	3	8			183				enemy074	0	0	0	0	0	19	24																																																																											
Boss La Khu«ng Sinh	0	5	3	8			184				enemy075	0	0	0	0	0	30	27																																																																											
Boss §­êng Phong 	0	5	1	8			260				enemy157	0	0	0	0	0	19	27																																																																											
Boss §­êng Cõu	0	5	1	8			186				enemy077	0	0	0	0	0	26	33																																																																											
Boss §­êng Nhµn 	0	5	1	8			187				enemy078	0	0	0	0	0	27	27																																																																											
Boss §­êng V©n	0	5	1	8			188				enemy079	0	0	0	0	0	30	35																																																																											
Boss §­êng D· 	0	5	1	8			189				enemy080	0	0	0	0	0	28	44																																																																											
Boss §­êng H¹c	0	5	1	8			190				enemy081	0	0	0	0	0	30	30																																																																											
Boss §­êng  NhÊt TrÇn	0	5	1	8			191				enemy082	0	0	0	0	0	35	28																																																																											
Boss H¹ Thµnh 	0	5	0	8			195				enemy086	0	0	0	0	0	30	35																																																																											
Boss H¾c DiÖn Lang Qu©n	0	5	1	8			200				enemy091	0	0	0	0	0	30	31																																																																											
Boss §å DÞ 	0	5	1	8			202				enemy093	0	0	0	0	0	31	35																																																																											
B¹ch Doanh Doanh	0	5	1	0			206				enemy097	0	0	0	0	0	28	24																																																																											
Boss Do·n Hµm Yªn	0	5	2	8			207				enemy098	0	0	0	0	0	28	30																																																																											
Yªn HiÓu Tr¸i	0	5	2	8			209				enemy100	0	0	0	0	0	24	29																																																																											
Boss Hoµn Nhan Hïng LiÖt	0	5	3	8			212				enemy103	0	0	0	0	0	30	30																																																																											
Boss H¾c DiÖn Ma Qu©n	0	5	3	8			216				enemy107	0	0	0	0	0	32	32																																																																											
Boss ¤ Hîp T¸t	0	5	3	8			218				enemy109	0	0	0	0	0	28	28																																																																											
Boss ¤ Hîp M¹n  	0	5	3	8			218				enemy109	0	0	0	0	0	28	28																																																																											
Boss LiÖu Kú 	0	5	3	8			219				enemy110	0	0	0	0	0	30	40																																																																											
Boss Phông HÊp Nh­ 	0	5	3	8			213				enemy104	0	0	0	0	0	30	31																																																																											
Boss Thi Thanh	0	5	0	8			255				enemy146	0	0	0	0	0	36	36																																																																											
Boss LiÔu Thanh Thanh	0	5	0	8			263				enemy173	0	0	0	0	0	28	30																																																																											
Boss KiÕm ThËp Tam	0	5	0	8			185				enemy076	0	0	0	0	0	40	40																																																																											
Boss YÕn Cöu	0	5	1	0			192				enemy083	0	0	0	0	0	32	28																																																																											
Boss Bµnh Liªn §øc	0	5	0	8			194				enemy085	0	0	0	0	0	35	33																																																																											
Boss L­u Phi Long 	0	5	0	8			198				enemy089	0	0	0	0	0	30	35																																																																											
Boss M¹c TiÓu Oanh	0	5	0	8			210				enemy101	0	0	0	0	0	30	30																																																																											
Boss §µm Tam Tho¸i	0	5	0	8			204				enemy095	0	0	0	0	0	24	30																																																																											
Tr­¬ng T«ng ChÝnh	0	5	4	24			112				enemy003	0	0	0	0	0	24	33																																																																											
HuyÒn Kh«ng	0	5	0	24			153				enemy044	0	0	0	0	0	20	28																																																																											
DiÖu Nh­ 	0	5	2	24			165				enemy056	0	0	0	0	0	37	38																																																																											
Lý Nguyªn Kh¸nh 	0	5	0	24			197				enemy088	0	0	0	0	0	28	28																																																																											
Bµnh Liªn ¢n	0	5	3	24			214				enemy105	0	0	0	0	0	30	36																																																																											
Tµo Minh 	0	5	0	24			231				enemy122	0	0	0	0	0	35	35																																																																											
Tµo Ch©n 	0	5	0	24			235				enemy126	0	0	0	0	0	36	27																																																																											
Tµo S¶ng	0	5	3	24			239				enemy130	0	0	0	0	0	27	30																																																																											
Tµo Khiªm	0	5	4	24			245				enemy136	0	0	0	0	0	40	39																																																																											
Tµo Lùc	0	5	3	24			247				enemy138	0	0	0	0	0	33	39																																																																											
Thi Thanh 	0	5	1	24			255				enemy146	0	0	0	0	0	36	36																																																																											
§­êng Phong 	0	5	1	24			260				enemy157	0	0	0	0	0	19	27																																																																											
LiÔu Thanh Thanh	0	5	0	24			263				enemy173	0	0	0	0	0	28	30																																																																											
C«ng thµnh Xung xa	0	5	0	0			354				enemy186	0	0	0	0	0	7	7																																																																											
§Çu Th¹ch Xa	0	5	0	0			355				enemy187	0	0	0	0	0	1	1																																																																											
L«i Cæ Binh SÜ 	0	5	0	0			356				enemy188	0	0	0	0	0	29	29																																																																											
Dao Kú Binh SÜ 	0	5	0	0			357				enemy189	0	0	0	0	0	25	25																																																																											
C«ng Long trô nguyªn	0	5	0	0							enemy190	0	0	0	0	0	10	10																																																																											
C«ng Long trô vì 	0	5	0	0							enemy192	0	0	0	0	0	10	10																																																																											
Thñ Long trô nguyªn	0	5	0	0							enemy191	0	0	0	0	0	10	10																																																																											
Thñ Long trô vì 	0	5	0	0							enemy192	0	0	0	0	0	10	10																																																																											
Thµnh m«n nguyªn vÑn	0	5	0	0							enemy193	0	0	0	0	0	10	10																																																																											
Thµnh m«n tæn h¹i	0	5	0	0			358				enemy194	0	0	0	0	0	10	10																																																																											
Ni C« Thanh Hßa	0	5	2	3			264				enemy174	0	0	0	0	0	24	24																																																																											
Qu¸i nh©n	0	5	1	3			260				enemy157	0	0	0	0	0	19	27																																																																											
§¹i tï tÆc	0	5	0	3			253				enemy144	0	0	0	0	0	18	45																																																																											
Háa nam s¬n tÆc	0	5	3	3			245				enemy136	0	0	0	0	0	40	39																																																																											
Thñy TÆc 	0	5	4	3			236				enemy127	0	0	0	0	0	36	36																																																																											
§¸ luyÖn c«ng	0	5	0	0			305				enemy179	0	0	0	0	0	20	20																																																																											
Boss ThiÖu Ngäc Phi	0	5	0	0			235				enemy126	0	0	0	0	0	36	27																																																																											
Boss Th­¬ng L·ng Kh¸ch	0	5	3	0			219				enemy110	0	0	0	0	0	20	20																																																																											
Boss "Quû ¶nh" Hoµn Nhan Cèt	0	5	1	0			214				enemy105	0	0	0	0	0	30	36																																																																											
Boss Th¸c NhÜ H¸n	0	5	0	0			194				enemy085	0	0	0	0	0	35	55																																																																											
V©n Bé s¬n  ¦ng	0	5	0	2			188				enemy079	0	0	0	0	0	30	35																																																																											
L«i Bé Cuång Lang	0	5	4	2			187				enemy078	0	0	0	0	0	27	27																																																																											
Boss M¹c Kh«ng NguyÖt 	0	5	4	0			185				enemy076	0	0	0	0	0	40	40																																																																											
Kim Quèc MËt Sø 	0	5	4	1			182				enemy073	0	0	0	0	0	30	46																																																																											
Boss Ng­êi ThÇn bÝ 	0	5	4	0			179				enemy070	0	0	0	0	0	26	31																																																																											
Boss Ng­ Tè Ch©n 	0	5	0	0			170				enemy061	0	0	0	0	0	36	27																																																																											
Boss L«i QuyÕt	0	5	3	0			140				enemy031	0	0	0	0	0	28	33																																																																											
Boss D¹ Xoa	0	5	1	0			132				enemy023	0	0	0	0	0	32	55																																																																											
Boss §¹i §iªu	0	5	2	0			84				ani042	0	0	0	0	0	20	20																																																																											
Boss Tiªn Hå 	0	5	3	0			57				ani015	0	0	0	0	0	12	30																																																																											
Boss TuyÕt B¸o v­¬ng	0	5	2	0			48				ani006	0	0	0	0	0	28	28																																																																											
B«n Háa	3	6	0								critter008	0	0	0	0	0	26	22																																																																											
Kim Hoµn M·ng Xµ 	0	5	1	2			81				ani039	0	0	0	0	0	35	35																																																																											
Kim §iªu	0	5	3	2			83				ani041	0	0	0	0	0	9	9																																																																											
Bß c¹p	0	5	4	2			107				ani065	0	0	0	0	0	21	20																																																																											
Thanh Phong	0	5	4	3			246				enemy137	0	0	0	0	0	36	39																																																																											
XÝch DiÖm	0	5	1	3			250				enemy141	0	0	0	0	0	34	36																																																																											
B«n L«i	0	5	3	3			230				enemy121	0	0	0	0	0	30	40																																																																											
§¹o Thanh Ch©n Nh©n	0	5	4	24			165				boss001	0	0	0	0	0	37	38																																																																											
Gia LuËt TÞ Ly	0	5	3	24			165				boss011	0	0	0	0	0	37	38																																																																											
Ch­a Dïng	0	5	3	24			165				boss014	0	0	0	0	0	37	38																																																																											
Ch­a Dïng	0	5	3	24			165				boss015	0	0	0	0	0	37	38																																																																											
Cæ B¸ch	0	5	0	24			165				boss018	0	0	0	0	0	37	38																																																																											
Ch­a Dïng	0	5	2	24			165				boss005	0	0	0	0	0	37	38																																																																											
Hµ Linh Phiªu	0	5	2	24			165				boss002	0	0	0	0	0	37	38																																																																											
