szName	nPos	nClass	nLevel	nPropKind	Min1	Max1	Min2	Max2	Min3	Max3	szIntro	MeleeWeapon	RangeWeapon	Armor	Ring	Amorlet	Boots	Belt	Help	Cuff	Pendant	Horse
T¨ng thÓ lùc 	1		2	93	20	40	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	150000	150000	150000	150000	150000	150000	150000	150000	150000	150000	0
T¨ng thÓ lùc 	1		3	93	40	60	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng thÓ lùc 	1		4	93	60	80	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	75000	75000	75000	75000	75000	75000	75000	75000	75000	75000	0
T¨ng thÓ lùc 	1		5	93	80	100	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	50000	50000	50000	50000	50000	50000	50000	50000	50000	50000	0
T¨ng thÓ lùc 	1		6	93	100	120	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	0
T¨ng thÓ lùc 	1		7	93	120	140	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	0
T¨ng thÓ lùc 	1		8	93	140	160	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0
T¨ng thÓ lùc 	1		9	93	160	180	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000	0
T¨ng thÓ lùc 	1		10	93	180	200	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	0
T¨ng thÓ lùc 	1		11	93	1	11	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		12	93	11	21	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		13	93	21	31	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		14	93	31	41	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		15	93	41	51	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		16	93	51	61	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		17	93	61	71	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		18	93	71	81	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		19	93	81	91	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		20	93	91	101	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		21	93	101	111	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		22	93	111	121	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		23	93	121	131	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		24	93	131	141	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		25	93	141	151	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		26	93	171	200	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		27	93	181	200	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		28	93	191	200	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		29	93	195	200	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng thÓ lùc 	1		30	93	198	200	-1	-1	0	0	ThÓ lùc tèi ®a (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		1	88	1	1	-1	-1	0	0	Phôc håi sinh lùc mçi nöa gi©y (®iÓm)	0	0	1000	0	0	1000	1000	1000	1000	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		3	88	2	2	-1	-1	0	0	Phôc håi sinh lùc mçi nöa gi©y (®iÓm)	0	0	900	0	0	900	900	900	900	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		5	88	3	3	-1	-1	0	0	Phôc håi sinh lùc mçi nöa gi©y (®iÓm)	0	0	750	0	0	750	750	750	750	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		6	88	4	4	-1	-1	0	0	Phôc håi sinh lùc mçi nöa gi©y (®iÓm)	0	0	500	0	0	500	500	500	500	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		8	88	5	5	-1	-1	0	0	Phôc håi sinh lùc mçi nöa gi©y (®iÓm)	0	0	250	0	0	250	250	250	250	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		10	88	6	6	-1	-1	0	0	Phôc håi sinh lùc mçi nöa gi©y (®iÓm)	0	0	50	0	0	50	50	50	50	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		11	88	1	1	-1	-1	0	0	Phôc håi sinh lùc mçi nöa gi©y (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		15	88	2	2	-1	-1	0	0	Phôc håi sinh lùc mçi nöa gi©y (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		19	88	3	3	-1	-1	0	0	Phôc håi sinh lùc mçi nöa gi©y (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		23	88	4	4	-1	-1	0	0	Phôc håi sinh lùc mçi nöa gi©y (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		27	88	5	5	-1	-1	0	0	Phôc håi sinh lùc mçi nöa gi©y (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		28	88	6	6	-1	-1	0	0	Phôc håi sinh lùc mçi nöa gi©y (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng tèc ®é håi phôc Néi lùc	1		2	92	1	1	-1	-1	0	0	Phôc håi néi lùc mçi nöa gi©y (®iÓm)	0	0	0	0	0	0	0	0	0	1750	0
T¨ng tèc ®é håi phôc Néi lùc	1		5	92	2	2	-1	-1	0	0	Phôc håi néi lùc mçi nöa gi©y (®iÓm)	0	0	0	0	0	0	0	0	0	1500	0
T¨ng tèc ®é håi phôc Néi lùc	1		7	92	3	3	-1	-1	0	0	Phôc håi néi lùc mçi nöa gi©y (®iÓm)	0	0	0	0	0	0	0	0	0	1250	0
T¨ng tèc ®é håi phôc Néi lùc	1		10	92	4	4	-1	-1	0	0	Phôc håi néi lùc mçi nöa gi©y (®iÓm)	0	0	0	0	0	0	0	0	0	1000	0
T¨ng tèc ®é håi phôc ThÓ lùc	1		1	96	1	1	-1	-1	0	0	Phôc håi néi lùc mçi nöa gi©y (®iÓm)	0	0	0	15000	15000	0	0	0	0	0	0
T¨ng tèc ®é håi phôc ThÓ lùc	1		3	96	3	3	-1	-1	0	0	Phôc håi néi lùc mçi nöa gi©y (®iÓm)	0	0	0	15000	15000	0	0	0	0	0	0
T¨ng tèc ®é håi phôc ThÓ lùc	1		5	96	5	5	-1	-1	0	0	Phôc håi néi lùc mçi nöa gi©y (®iÓm)	0	0	0	15000	15000	0	0	0	0	0	0
T¨ng tèc ®é håi phôc ThÓ lùc	1		6	96	7	7	-1	-1	0	0	Phôc håi néi lùc mçi nöa gi©y (®iÓm)	0	0	0	15000	15000	0	0	0	0	0	0
T¨ng tèc ®é håi phôc ThÓ lùc	1		7	96	9	9	-1	-1	0	0	Phôc håi néi lùc mçi nöa gi©y (®iÓm)	0	0	0	15000	15000	0	0	0	0	0	0
t¨ng søc m¹nh	0	0	1	97	1	2	-1	-1	0	0	Søc m¹nh (®iÓm)	0	0	0	50000	50000	0	0	0	0	50000	0
t¨ng søc m¹nh	0	0	2	97	3	4	-1	-1	0	0	Søc m¹nh (®iÓm)	0	0	0	45000	45000	0	0	0	0	45000	0
t¨ng søc m¹nh	0	0	3	97	5	6	-1	-1	0	0	Søc m¹nh (®iÓm)	0	0	0	40000	40000	0	0	0	0	40000	0
t¨ng søc m¹nh	0	0	4	97	7	8	-1	-1	0	0	Søc m¹nh (®iÓm)	0	0	0	35000	35000	0	0	0	0	35000	0
t¨ng søc m¹nh	0	0	5	97	9	10	-1	-1	0	0	Søc m¹nh (®iÓm)	0	0	0	30000	30000	0	0	0	0	30000	0
t¨ng søc m¹nh	0	0	6	97	11	12	-1	-1	0	0	Søc m¹nh (®iÓm)	0	0	0	25000	25000	0	0	0	0	25000	0
t¨ng søc m¹nh	0	0	7	97	13	14	-1	-1	0	0	Søc m¹nh (®iÓm)	0	0	0	20000	20000	0	0	0	0	20000	0
t¨ng søc m¹nh	0	0	8	97	15	16	-1	-1	0	0	Søc m¹nh (®iÓm)	0	0	0	15000	15000	0	0	0	0	15000	0
t¨ng søc m¹nh	0	0	9	97	17	18	-1	-1	0	0	Søc m¹nh (®iÓm)	0	0	0	10000	10000	0	0	0	0	10000	0
t¨ng søc m¹nh	0	0	10	97	19	20	-1	-1	0	0	Søc m¹nh (®iÓm)	0	0	0	5000	5000	0	0	0	0	5000	0
t¨ng s¸t th­¬ng vËt lý 	0	0	1	121	1	5	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	50000	50000	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	2	121	5	10	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	45000	45000	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	3	121	10	15	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	45000	45000	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	4	121	15	20	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	40000	40000	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	5	121	20	25	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	35000	35000	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	6	121	25	30	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	30000	30000	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	7	121	30	35	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	20000	20000	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	8	121	35	40	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	15000	15000	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	9	121	40	45	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	5000	5000	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	10	121	45	50	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	2500	2500	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	11	121	1	4	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	12	121	4	7	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	13	121	7	10	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	14	121	10	13	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	15	121	13	16	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	16	121	16	19	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	17	121	19	22	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	18	121	22	25	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	19	121	25	28	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	20	121	28	30	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	21	121	30	32	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	22	121	32	34	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	23	121	34	36	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	24	121	36	38	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	25	121	38	40	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	26	121	40	42	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	27	121	42	48	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	28	121	44	50	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	29	121	46	50	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
t¨ng s¸t th­¬ng vËt lý 	0	0	30	121	48	50	-1	-1	0	0	S¸t th­¬ng vËt lý ngo¹i c«ng (®iÎm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	1	129	1	5	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	50000	50000	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	2	129	5	10	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	45000	45000	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	3	129	10	15	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	45000	45000	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	4	129	15	20	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	40000	40000	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	5	129	20	25	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	35000	35000	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	6	129	25	30	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	30000	30000	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	7	129	30	35	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	20000	20000	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	8	129	35	40	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	15000	15000	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	9	129	40	45	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	5000	5000	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	10	129	45	50	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	2500	2500	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	11	129	1	4	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	12	129	4	7	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	13	129	7	10	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	14	129	10	13	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	15	129	13	16	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	16	129	16	19	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	17	129	19	22	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	18	129	22	25	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	19	129	25	28	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	20	129	28	30	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	21	129	30	32	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	22	129	32	34	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	23	129	34	36	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	24	129	36	38	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	25	129	38	40	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	26	129	40	42	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	27	129	44	50	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	28	129	46	50	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	29	129	48	50	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t §éc s¸t	0	1	30	129	49	50	-1	-1	0	0	§éc s¸t - ngo¹i c«ng (®iÓm/l?n)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	1	125	1	10	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	50000	50000	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	2	125	10	20	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	45000	45000	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	3	125	20	30	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	45000	45000	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	4	125	30	40	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	40000	40000	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	5	125	40	50	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	35000	35000	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	6	125	50	60	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	30000	30000	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	7	125	60	70	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	20000	20000	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	8	125	70	80	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	15000	15000	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	9	125	80	90	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	5000	5000	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	10	125	90	100	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	2500	2500	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	11	125	1	6	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	12	125	6	12	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	13	125	11	18	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	14	125	16	24	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	15	125	21	30	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	16	125	26	36	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	17	125	31	42	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	18	125	36	48	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	19	125	41	54	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	20	125	46	60	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	21	125	51	66	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	22	125	56	72	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	23	125	61	78	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	24	125	66	84	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	25	125	71	90	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	26	125	76	96	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	27	125	91	100	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	28	125	94	100	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	29	125	96	100	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng s¸t B¨ng s¸t	0	2	30	125	98	100	-1	-1	0	0	B¨ng s¸t - ngo¹i c«ng (®iÓm)	0	0	0	0	0	0	0	0	0	0	0
T¨ng Ho¶ s¸t	0	3	1	123	1	10	-1	-1	0	0	ho¸ s¸t -  ngo¹i c«ng (®iÓm)	50000	50000	0	0	0	0	0	0	0	0	0
T¨ng Ho¶ s¸t	0	3	2	123	10	20	-1	-1	0	0	ho¸ s¸t -  ngo¹i c«ng (®iÓm)	45000	45000	0	0	0	0	0	0	0	0	0
